iter	Logloss
247	0.4805429804
248	0.4803777976
249	0.480194309
250	0.4800238906
251	0.4798518198
252	0.4796946787
253	0.4795688823
254	0.4793178065
255	0.4790809656
256	0.4789656368
257	0.4788035665
258	0.4786788626
259	0.4785749157
260	0.4783843728
261	0.4781704192
262	0.4780670078
263	0.4778959089
264	0.4777940428
265	0.4775982524
266	0.4774671772
267	0.4772934601
268	0.4771329542
269	0.4769920581
270	0.4768471867
271	0.4767166748
272	0.4765294486
273	0.4763791777
274	0.4761801642
275	0.4759903425
276	0.4758525996
277	0.4756588271
278	0.4754216639
279	0.4752485502
280	0.4751395939
281	0.4749740318
282	0.4748594937
283	0.474609639
284	0.4745078578
285	0.4743092094
286	0.4740532638
287	0.4738921912
288	0.4737280871
289	0.4736209544
290	0.4734976235
291	0.4732964312
292	0.4731362589
293	0.4729585225
294	0.4728618334
295	0.4726810437
296	0.4725474002
297	0.4724032796
298	0.4722549779
299	0.4720082071
300	0.4718580963
301	0.4716615399
302	0.4715791259
303	0.4714865549
304	0.4713779163
305	0.4712131024
306	0.4710984507
307	0.4709955962
308	0.4707851692
309	0.4706048597
310	0.4704502129
311	0.4703471281
312	0.4702353347
313	0.4701096813
314	0.4699902693
315	0.4698531019
316	0.469669047
317	0.4695811415
318	0.4694505264
319	0.4693484843
320	0.4692623847
321	0.4691550624
322	0.4689658446
323	0.4688618283
324	0.4687601364
325	0.4686785278
326	0.4685589846
327	0.4683448689
328	0.4681998941
329	0.46806995
330	0.4678729292
331	0.4676899049
332	0.4675616385
333	0.4674457479
334	0.4672988241
335	0.4671205272
336	0.4670189689
337	0.4669376185
338	0.4667965537
339	0.4666605986
340	0.4665386242
341	0.4664785909
342	0.4663658097
343	0.4662493392
344	0.4661028388
345	0.4659618801
346	0.4658489179
347	0.4656696203
348	0.4655710782
349	0.4654498108
350	0.465315104
351	0.4652354162
352	0.4651081144
353	0.4649407901
354	0.4648435362
355	0.4647025271
356	0.4645392147
357	0.4643910252
358	0.4642323929
359	0.4640340404
360	0.4638941284
361	0.4637500404
362	0.4636106502
363	0.4634462327
364	0.4632650364
365	0.4631280051
366	0.4629967211
367	0.4629214625
368	0.4628454636
369	0.4627095015
370	0.4625964546
371	0.4625197152
372	0.4624312333
373	0.4623746956
374	0.4621942693
375	0.4620238919
376	0.461947955
377	0.4618606224
378	0.4616891468
379	0.4616023563
380	0.4614880718
381	0.4613520844
382	0.4612005001
383	0.4610753189
384	0.4609536414
385	0.4608515243
386	0.4607220425
387	0.4606144567
388	0.4605432633
389	0.4603939326
390	0.4602717816
391	0.4601916493
392	0.4600883152
393	0.4599348886
394	0.4597743241
395	0.4596471113
396	0.4594903184
397	0.4593795141
398	0.4592395077
399	0.4591255745
400	0.4591218502
401	0.4589459966
402	0.4588526999
403	0.4587621196
404	0.458644449
405	0.4584826467
406	0.4583573986
407	0.4582938736
408	0.4581937801
409	0.4580775926
410	0.4579322201
411	0.4578567525
412	0.4578537297
413	0.4577930499
414	0.4577241873
415	0.4576080121
416	0.4574706017
417	0.4573473162
418	0.4572449909
419	0.4571209565
420	0.4570178027
421	0.4568926287
422	0.4567775337
423	0.4566600713
424	0.4565116576
425	0.4563919827
426	0.4562958302
427	0.4562033267
428	0.4561948338
429	0.4561218217
430	0.4559827991
431	0.4558781166
432	0.4557598198
433	0.4556651901
434	0.4555345238
435	0.4554689009
436	0.4553809091
437	0.455291089
438	0.4552021899
439	0.4550543619
440	0.4549399492
441	0.4548973294
442	0.4548014054
443	0.4547066942
444	0.4546055782
445	0.4545206145
446	0.4544283804
447	0.4542386593
448	0.4541242526
449	0.4540655782
450	0.4539502058
451	0.4538713618
452	0.4538093359
453	0.45370021
454	0.4535814393
455	0.4534569607
456	0.453364015
457	0.4532597285
458	0.4531941504
459	0.4530793549
460	0.4529943682
461	0.45289828
462	0.4527842253
463	0.4527403478
464	0.4526958423
465	0.4525924869
466	0.4525280724
467	0.4524784825
468	0.4524106971
469	0.4523065971
470	0.452243211
471	0.4520733786
472	0.4519418923
473	0.4518239757
474	0.4517443252
475	0.4516091477
476	0.451517697
477	0.4514073942
478	0.4513499792
479	0.4512505179
480	0.4511601322
481	0.4510961597
482	0.4510245285
483	0.451014138
484	0.450939269
485	0.4508185042
486	0.4507674877
487	0.4505862727
488	0.4504788734
489	0.4503982256
490	0.4502965166
491	0.450226965
492	0.4501614642
493	0.4500632029
494	0.4500601099
495	0.4500573376
496	0.4499777947
497	0.4499079909
498	0.4498117229
499	0.449723543
500	0.4496598356
501	0.4495967192
502	0.4494978965
503	0.4493651076
504	0.4492685239
505	0.449177074
506	0.4490589856
507	0.4489398705
508	0.4488338321
509	0.4487007983
510	0.4486170581
511	0.4485249379
512	0.4484062891
513	0.4482930405
514	0.4481971551
515	0.448161479
516	0.4480913695
517	0.4479928526
518	0.4478924444
519	0.4478013469
520	0.4477199429
521	0.44764066
522	0.4475357243
523	0.4474581465
524	0.4473453391
525	0.4472451144
526	0.4471465171
527	0.4470765873
528	0.4470398379
529	0.4469695122
530	0.446873833
531	0.4467879141
532	0.4467281344
533	0.4466506029
534	0.4465933836
535	0.446507614
536	0.4464421786
537	0.446326834
538	0.4462678219
539	0.4462401083
540	0.4461462546
541	0.4461424054
542	0.4460565616
543	0.4459554972
544	0.4458463673
545	0.4457973927
546	0.4457004823
547	0.4456155106
548	0.4454860035
549	0.4453471871
550	0.4452517554
551	0.4452005409
552	0.4451139406
553	0.4450285153
554	0.4449565513
555	0.4449542134
556	0.4448471503
557	0.4447133518
558	0.4446039981
559	0.4444919162
560	0.444368611
561	0.4442621922
562	0.4441085441
563	0.4440171042
564	0.4439124724
565	0.4438240339
566	0.4437538244
567	0.4436605102
568	0.4436578002
569	0.4436070416
570	0.4434654246
571	0.4432838679
572	0.4431976752
573	0.4431374368
574	0.4430593072
575	0.4429700372
576	0.442861518
577	0.4427818369
578	0.4427244835
579	0.4426211781
580	0.4425329651
581	0.4424472506
582	0.4423568324
583	0.4422452634
584	0.4421954948
585	0.4420946412
586	0.4420177599
587	0.4419882845
588	0.4418690169
589	0.4417370152
590	0.4416577254
591	0.4415733756
592	0.4415177556
593	0.4414322678
594	0.4413541501
595	0.4412582089
596	0.4411548505
597	0.4410043071
598	0.4408969513
599	0.4408362473
600	0.4407621209
601	0.4406754526
602	0.4406009191
603	0.4405288506
604	0.4404683759
605	0.4403539334
606	0.4402850208
607	0.4402174289
608	0.4401182534
609	0.4400056976
610	0.4399134841
611	0.4398213745
612	0.4397262018
613	0.4396535533
614	0.4395861743
615	0.4395109612
616	0.4394307802
617	0.4393814403
618	0.4392510044
619	0.4391218407
620	0.4390194191
621	0.4389358285
622	0.4388725545
623	0.4387836181
624	0.4386979338
625	0.4386388706
626	0.4385697164
627	0.4384497954
628	0.4383961892
629	0.4383515244
630	0.4382665386
631	0.4381674571
632	0.4380592156
633	0.4379518324
634	0.4378576081
635	0.4377503124
636	0.437634198
637	0.4375865418
638	0.4374926665
639	0.4374125258
640	0.4373017324
641	0.4371880071
642	0.4370953418
643	0.4370044135
644	0.4369386127
645	0.4368869198
646	0.4368194875
647	0.4367433271
648	0.4366748519
649	0.4366090079
650	0.4365396062
651	0.4364687557
652	0.4364118901
653	0.4363789139
654	0.4363032684
655	0.4362613015
656	0.4361960989
657	0.4361108858
658	0.4360357619
659	0.4359355252
660	0.4358521218
661	0.4357729903
662	0.4357027804
663	0.4356373391
664	0.4355488359
665	0.4354537097
666	0.4353624922
667	0.4353108683
668	0.4352641502
669	0.4351923046
670	0.4350992248
671	0.4349993753
672	0.4349314209
673	0.4348558325
674	0.4348019366
675	0.4347054137
676	0.4346547733
677	0.4345999755
678	0.4344994421
679	0.4344412244
680	0.4343399932
681	0.4342842902
682	0.4342164174
683	0.4341653345
684	0.4340921209
685	0.4339984171
686	0.4339168454
687	0.4338521413
688	0.4337458399
689	0.4336549189
690	0.433567394
691	0.4334790312
692	0.4334456569
693	0.4333857002
694	0.4333218513
695	0.4332302712
696	0.4331304377
697	0.4330405792
698	0.4329672476
699	0.4328861979
700	0.4327746956
701	0.4327030485
702	0.4326523197
703	0.4326053377
704	0.4325401821
705	0.4324760311
706	0.4323981676
707	0.4323410891
708	0.4322504624
709	0.4321663039
710	0.4321076958
711	0.4320538257
712	0.4320100219
713	0.4319201827
714	0.431861229
715	0.4317824922
716	0.4316937937
717	0.4316381529
718	0.4315459524
719	0.4314829449
720	0.4314273862
721	0.4313209626
722	0.4312420973
723	0.431195631
724	0.4310884878
725	0.431000772
726	0.4309208306
727	0.4308354357
728	0.4307520671
729	0.4306748996
730	0.4305778522
731	0.4304907431
732	0.4304191666
733	0.4303208256
734	0.4302673537
735	0.4302276833
736	0.4301831222
737	0.4301254412
738	0.430090985
739	0.4300528044
740	0.429998066
741	0.4299172913
742	0.4298494797
743	0.4297636563
744	0.4296942091
745	0.4296439081
746	0.4295567841
747	0.4294734829
748	0.4293600597
749	0.4293126631
750	0.4292814481
751	0.4291999714
752	0.4291611255
753	0.4290601404
754	0.4289919151
755	0.4289627827
756	0.4289121322
757	0.4288415781
758	0.4287844779
759	0.4286921568
760	0.4286674605
761	0.4286236768
762	0.4285288026
763	0.4284721624
764	0.4284068812
765	0.4283676233
766	0.428272162
767	0.4281821363
768	0.4281439287
769	0.4280706976
770	0.4279959538
771	0.4279342887
772	0.4278431129
773	0.4277643945
774	0.4277058998
775	0.4276664469
776	0.4276222661
777	0.4276061271
778	0.4275063884
779	0.4274583756
780	0.4273911714
781	0.427284189
782	0.4272065784
783	0.4271281786
784	0.427048551
785	0.4269667918
786	0.4268879576
787	0.4268404097
788	0.4267411618
789	0.4267402694
790	0.4266228011
791	0.4265438075
792	0.4265008821
793	0.4264146925
794	0.4263503751
795	0.4262986397
796	0.4262281856
797	0.4261434298
798	0.4261084936
799	0.4260450211
800	0.4259805157
801	0.4258770074
802	0.4257980002
803	0.4257363603
804	0.4256853681
805	0.4255974263
806	0.4255943618
807	0.4255206933
808	0.4254691772
809	0.4254180422
810	0.4253667512
811	0.4253138021
812	0.4252645477
813	0.4252318897
814	0.4251646117
815	0.4250749979
816	0.4250107006
817	0.4249558205
818	0.4249259047
819	0.4248960517
820	0.4248312764
821	0.424780054
822	0.4247259745
823	0.4246531991
824	0.4246523753
825	0.424591035
826	0.4245331383
827	0.4244289975
828	0.4243778758
829	0.4243024677
830	0.4242237057
831	0.4241686472
832	0.4240874943
833	0.4240315609
834	0.4239528082
835	0.4238793718
836	0.4238419628
837	0.4238044472
838	0.423716584
839	0.4236684518
840	0.4236286398
841	0.4236049632
842	0.4235226784
843	0.4234648427
844	0.4233627037
845	0.4233114421
846	0.4232506471
847	0.4231738636
848	0.423105781
849	0.4230455925
850	0.4229314209
851	0.4228795291
852	0.4228397616
853	0.4227607464
854	0.422722087
855	0.4226355679
856	0.4225655247
857	0.4224841043
858	0.422419296
859	0.4223544583
860	0.4222726533
861	0.4222100546
862	0.4221553732
863	0.4220701037
864	0.4220034578
865	0.421949237
866	0.421888514
867	0.4218366431
868	0.4217814614
869	0.4217222882
870	0.4216413131
871	0.4215849599
872	0.4215060529
873	0.4214718867
874	0.4214222572
875	0.421350738
876	0.4213044873
877	0.4212409455
878	0.4211657149
879	0.4211146277
880	0.4210547168
881	0.4210201153
882	0.4209619706
883	0.420908999
884	0.4208575878
885	0.4207944481
886	0.4207429877
887	0.4206977432
888	0.4205986775
889	0.420549663
890	0.4204789004
891	0.4204446241
892	0.4203852066
893	0.4203454504
894	0.4202535987
895	0.4201883057
896	0.4201295324
897	0.4200698908
898	0.4199759425
899	0.4199361287
900	0.4198826839
901	0.4198343273
902	0.4197689237
903	0.4196935575
904	0.4196510738
905	0.419641145
906	0.4195915768
907	0.419555088
908	0.419526974
909	0.4194823551
910	0.4194130921
911	0.4193511166
912	0.4192850274
913	0.4192181658
914	0.4191780242
915	0.4191017592
916	0.4190413599
917	0.4189329215
918	0.4188896979
919	0.4188027273
920	0.4187548897
921	0.4187299423
922	0.4186954099
923	0.4186603979
924	0.4186094975
925	0.4185484496
926	0.4184558156
927	0.4183797665
928	0.4183082565
929	0.4182395303
930	0.4181538447
931	0.4181207986
932	0.4180837787
933	0.4180504034
934	0.4180142519
935	0.4179410933
936	0.4178786128
937	0.4178017214
938	0.4176974077
939	0.4176524202
940	0.4175891967
941	0.4175298553
942	0.417470019
943	0.417441635
944	0.417409976
945	0.4173618663
946	0.4173054762
947	0.4172763419
948	0.4172181828
949	0.4171558421
950	0.4171073239
951	0.4170748804
952	0.4170164311
953	0.4169465246
954	0.4168873734
955	0.4168410347
956	0.4167785353
957	0.4167277845
958	0.4166751283
959	0.4166161045
960	0.4165753646
961	0.4165000765
962	0.4164457769
963	0.4163967321
964	0.4163195011
965	0.4162639765
966	0.4161933482
967	0.4161354342
968	0.4160511284
969	0.4159896512
970	0.41591114
971	0.4158553598
972	0.415805252
973	0.4157541128
974	0.4156676812
975	0.4156029303
976	0.4155516879
977	0.4154999962
978	0.415439605
979	0.4153961317
980	0.4153509925
981	0.4153056015
982	0.4152423588
983	0.4152188187
984	0.415174526
985	0.4151091636
986	0.4150392912
987	0.4149568596
988	0.4149201097
989	0.4148316458
990	0.4147929515
991	0.4147562255
992	0.4147553193
993	0.4147214187
994	0.4146541273
995	0.4146224595
996	0.4145901244
997	0.4145317652
998	0.4144341366
999	0.4143739086
